"state","gun_type","notes","n_killed","n_injured"
"New Hampshire","Unknown",NA,0,0
"Mississippi","Unknown","approx 9:15 AM",1,0
"Tennessee","Unknown","near Maxey Rd exit",1,2
"Massachusetts","Unknown","Brandished gun at Domino’s Pizza delivery person; Arrested 03/16/18. Suspect in disappearance of Marine recruit; body found 03/18 off I-95",0,0
"Oklahoma","Unknown",NA,0,1
"Wisconsin","Unknown",NA,1,0
"Texas","Shotgun","shot in head, near Pfluglerville; ex-employee shot present employee at JD's outside;",0,1
"Alabama","Unknown",NA,0,2
"California","Unknown","argument in parking lot, one man struck, both left scene",0,0
"Texas","Unknown","high-powered pellet rifle; shots fired toward officers",0,0
"Virginia","Unknown","12:10AM",1,0
"Missouri","Handgun","AD shot self in store",0,1
"Indiana","Unknown","shot in pinky, uncoop vic arrive at hosp on own",0,1
"New York","Unknown","shot in back over sneakers dispute",0,1
"Illinois","Unknown","Leg, stable;",0,1
"Illinois","Unknown","17 y/o girl, 31 y/o man shot, foot; older man, leg, all stable;",0,3
"Illinois","Unknown","Left arm, stable;",0,1
"Wisconsin","Unknown","11:35 p.m. 14-year-old boy was shot twice — once in each knee.",0,1
"Washington","Unknown",NA,0,1
"Florida","Unknown","male suspect detain for questioning",1,0
"Texas","Unknown",NA,1,0
"Virginia","Unknown","approx 5:45 AM",1,0
"Georgia","Unknown",NA,1,0
"Indiana","Unknown","Shots fired by multiple people outside, after fight inside, leave 1 shot, hand, good, 1 in custody, others sought;",0,1
"New York","Handgun","Dunn = licensed gun, but no carry permit; Bowman arrested for crim poss (handgun & sawed off shotgun) and shots fired (while drinking);
40.675233, -73.796827 ;",0,0
"Pennsylvania","Unknown","approx. 11:50 pm, shots fired from 1 car to another, heroin and 1 gun recovered from scene",0,0
"Kansas","Unknown","Four men shot; one injured party arrested.",1,3
"California","Unknown","shooting occurred at victims home employee at Safeway Calistoga Rd reported vic with bullet wound to head; uncooperative witness",0,1
"California","Unknown","poss gang related, altercation between 2 groups",0,1
"Minnesota","Unknown","shot suspect who fired gun",1,0
"Hawaii","Handgun","ALT: Uluwehi St, hi, rob at gunpoint, poss multiple suspects",0,0
"Nebraska","Shotgun","Douglas Co. DV call: 17yo attacking parents w/baseball bat. shots exchanged with teen with shotgun",0,2
"Kansas","Handgun","Suspect arrested for drug/gun possession.",0,0
"Arizona","Unknown","1 am",1,0
"Georgia","Unknown",NA,0,0
"Colorado","Unknown","result of altercation",0,2
"Illinois","Handgun","Victim's car damaged by gunfire, 7 bullets recovered;",0,0
"Ohio","Unknown","3 wounded in gunfire by multiple shooters; all stable;",0,3
"Illinois","Handgun","House damaged, several shell casings recovered in shots fired incident;",0,0
"Illinois","Unknown","Man brandishes and fires loaded gun in public park; gun, ammunition recovered;",0,0
"Alabama","Unknown",NA,0,1
"North Carolina","Handgun","3:00 a.m.",0,0
"North Carolina","Unknown","suspect shot by 68 yo woman whose house he was breaking into",0,1
"Michigan","Unknown","chase from 5th Ave, intox on ATV, arrest with gun",0,0
"North Dakota","Handgun","Possession; chase began in Dickinson and ended in Belfield.",0,0
"Texas","Unknown","stairway at Building 21; far northeast Dallas; not a robbery;",1,0
"South Carolina","Unknown","shot intruder, recently pulled over by officer on Hwy 78",0,1
"Georgia","Unknown","shots fired at off duty officer",0,0
"Iowa","Unknown","approx 3:30 AM; killed after fight;",1,0
"Georgia","Unknown",NA,0,1
"North Carolina","Unknown","Victim shot in the leg and pistol-whipped on his head by two men, who stole money from him.",0,1
"Virginia","Unknown","near midnight 9/2-9/3",0,1
"New Mexico","Unknown",NA,1,0
"California","Unknown","12:30 am mad riding bike was shot by subj in pickup truck; bullet grazed two fingers",0,1
"Minnesota","Unknown","The victim was shot four times. One of the bullets hit her abdomen, another hit her left hand, blowing off part of a finger.",0,1
"North Carolina","Unknown",NA,0,0
"Kentucky","Rifle","cj trucker at gunpoint, ALT: exit 28, I-71",0,0
"New York","Unknown","approx. 2 pm; dispute over pair of sneakers victim took from sidewalk.",0,1
"Pennsylvania","Unknown","Dauphin Co, near Harrisburg Midtown Arts Center",1,0
"Virginia","Unknown","7:00pm",1,1
"Virginia","Unknown","Sunday Night",1,0
"Washington","Unknown","ran from traffic stop with gun",0,0
"Texas","Unknown",NA,0,1
"Oregon","Unknown",NA,0,0
"California","Unknown",NA,0,0
"Pennsylvania","Handgun",NA,0,1
"California","Unknown",NA,1,1
"Mississippi","Unknown","suspect shot/killed ex-girlfriends new boyfriend",1,0
"California","Unknown","passenger in vehicle fired shots at vics",0,2
"California","Unknown","vic shot with airsoft gun",0,1
"California","Unknown","1:18 am Hispanic man inside the residence suffering from gunshot wounds",1,0
"California","Unknown","adult female at home with 2 minors when dwelling was fired at 4 times",0,0
"California","Unknown","12:39 am shot; died 1/2 hr later at hosp",1,0
"North Carolina","Auto","just after 7:00 p.m., suspects arrested after officers responded to shots fired call",0,0
"Washington","Shotgun","dv suspect with shotgun",1,0
"Utah","Handgun","brief chase on I-15, suspect alleged with handgun",0,1
"South Dakota","Handgun","Group drinking together; one man tried selling stolen gun to another, accidentally shot him in shoulder",0,1
"Illinois","Unknown","2 man found shot, killed, in home;",2,0
"Georgia","Unknown",NA,1,0
"Florida","Handgun","Timberwinds Estates; overnight 9/3 to 9/4; 1 gun recovered",0,0
"Florida","Unknown","Accidental shooting at gun range",0,1
"Oregon","Unknown","Mother & son charged in fatal shooting of male acquaintance during argument",1,0
"Ohio","Unknown","Officer Robert Molody transporting combative man to Haven of Rest homeless shelter; incident occurred by the shelter's backdoors.;
41.083682, -81.511900 ;",1,0
"Florida","Mag",NA,0,0
"Oklahoma","Unknown","34.730792, -98.404151 ;",1,0
"California","Unknown","weapons offenses arrests 12:30 am",0,0
"New York","Handgun","9pm; shot in head, DOA hosp, db, 9mm casings found; not targeted",1,0
"Arkansas","Unknown",NA,0,1
"Illinois","Unknown","Rt. leg, good; walk-up by 1",0,1
"Alabama","Unknown","34.800720, -86.753701 ;",1,0
"Florida","Unknown","large fight, 3 AM; 3 shot, 1 pistol whipped",0,4
"Illinois","Unknown","Woman shot, shoulder, by someone while arguing, then fighting, with a man; good;",0,1
"Illinois","Unknown","Both shot multiple times, both serious;",0,2
"Illinois","Unknown","Walk-up shooter kills younger man, leaves older man critical;",1,1
"Alabama","Unknown",NA,0,0
"Connecticut","Unknown",NA,0,1
"Virginia","Handgun","fired shot during dispute, arrest on James Madison",0,0
"Connecticut","Unknown","arrived at hospital 1 AM",0,1
"Kentucky","Unknown",NA,0,1
"Illinois","Unknown","Grazed, chin, good;",0,1
"Kentucky","Unknown",NA,1,0
"South Dakota","Unknown","Case #2017-00072681; 10:46 PM",0,0
"Missouri","Unknown","approx. 8:35 pm",1,0
"New York","Unknown","4:30am;
40.691294, -73.826956 ;",0,1
"Alabama","Unknown",NA,1,0
"District of Columbia","Unknown",NA,0,1
"California","Unknown","Tehama Co, shot man at apt, led to shots exchange with officer on Wiltsey Ave 9/4",0,1
"Wisconsin","Unknown","4:30 a.m.;
43.026285, -89.423620 ;",0,0
"Ohio","Unknown","Related shootings at bar and Marathon gas station, 4700 Refugee Road leave 3 injured; all stable;",0,3
"District of Columbia","Unknown",NA,0,1
"Missouri","Unknown","~1:00 AM; shots fired during house party.",0,0
"Maryland","Handgun","8:00 p.m.",0,0
"Louisiana","Unknown","12:50am; PD believe shooting may have involved narcotics",1,0
"New York","Unknown","9:45pm",0,1
"Maryland","Unknown","vic shot in torso in robbery during parking lot shoe sale",0,1
"Illinois","Handgun","Victim shot chest, abdomen, killed, protecting a woman; suspect in custody; Beretta MOD 92FS, Ruger LCR, shell casings recovered;",1,0
"District of Columbia","Unknown","7:13 p.m.",0,0
"Massachusetts","Unknown","approx 2 PM",0,1
"Maryland","Unknown","3:45 a.m.",0,1
"Illinois","Unknown","Drive-up shooter wounds gang-affiliated man, leg, stable; unintended target nearby grazed, abdomen, good;",0,2
"South Carolina","Unknown",NA,1,0
"Illinois","Unknown","Man sitting in car shot, back, by walk-up shooter; stable;",0,1
"New Jersey","Unknown","suspect shot after pointing firearm at officers",0,1
"Illinois","Unknown","Arm, good;",0,1
"Pennsylvania","Unknown","Juniata area, shot in face, back in car",0,2
"Colorado","Unknown","Record ID 24679",0,0
"South Carolina","Unknown",NA,0,1
"California","Unknown","concealed weapon in vehicle and concealed weapon in vehicle by a minor",0,0
"South Carolina","Unknown",NA,0,0
"Arkansas","Unknown",NA,0,0
"Kansas","Unknown",NA,0,1
"North Carolina","Unknown",NA,0,0
"Illinois","Unknown","Rt hand, stable;",0,1
"New York","Unknown","approx 3 PM, poss gunshot vic arrive separate at hosp",0,1
"Missouri","Handgun","Second of two separate shots-fired incidents involving suspect in one day.",0,0
"New York","Unknown","approx 2:30 AM, shot multiple times",0,1
"Missouri","Handgun","Incident occurred just east of listed address; first of two separate shots-fired incidents involving suspect in one day.",0,0
"Minnesota","Unknown","Gun stolen from residence.",0,0
"Tennessee","Unknown","off Jackson Ave, man shot",0,1
"New York","Unknown","8:54pm;shot in arm",0,1
"Michigan","Unknown","Kent Co, shot in torso during drug raid",0,1
"New Jersey","Unknown","approx. 6:50 pm, vic shot in back",0,1
"Missouri","Unknown","M/S near Fordland; found 9/10, killed appx 1wk prior",2,0
"California","Unknown","1st vic Martinez 2nd vic male/ 10600 block of Mansel Ave; 3rd vic male /10400 bloc of Mansel Ave 4&5 father and middle age woman 11800 block of Wagner St",2,3
"Indiana","Handgun","Man wanted on warrants arrested on weapons charges after shots fired call finds him w/ gun w/ defaced serial number;",0,0
"Illinois","Unknown","Man driving w/ 4 teens found w/ gun, magazine, marijuana;",0,0
"New Jersey","Unknown","approx . 1:40 am",1,0
"Illinois","Unknown","Fight at c-tore leads to serious head injury when man knocked down; shooter fired into air as car sped away, no gunfire injury;",0,0
"Kentucky","Unknown","WKU students, shot friend, near midnight 8/2-8/3 call was at 12:09am OFF CAMPUS",1,0
"New Jersey","Mag",NA,0,0
"Illinois","Unknown","Man found shot in driver's seat of car; died in hospital;",1,0
"Texas","Unknown",NA,0,0
"Arkansas","Unknown",NA,0,3
"New York","Unknown","Altercation as crowd left bar at 160 Lyell Avenue; LEO called to 90 Saratoga",1,1
"New York","Unknown","SS; 9:45pm; 7 rds fired",0,1
"Florida","Unknown",NA,0,1
"Connecticut","Unknown","approx 8:45 PM, threat girlfriend with gun",0,0
"Mississippi","Unknown",NA,0,1
"Kentucky","Handgun","drugs, ammo, 3 handguns",0,0
"California","Handgun","Trailer Park; neighbor threatened another tenant with a semi-auto pistol",0,0
"Louisiana","Unknown",NA,1,0
"Missouri","Unknown","12:20 AM; drive-by stemming from drug-related conflict.;
38.573588, -90.280930 ;",0,1
"Missouri","Unknown","1:13 AM; graze wounds.;
38.688285, -90.272639 ;",0,2
"Mississippi","Unknown",NA,0,1
"Missouri","Unknown","Suspect entered ex-girlfriend's home, holding her and another man at gunpoint; male victim shot suspect in self-defense.;
38.652915, -90.276401 ;",0,1
"Maryland","Handgun","repeat offender with loaded gun",0,0
"West Virginia","Unknown","shot in chest;
39.037793, -79.754611 ;",1,0
"Maryland","Unknown","shot at unspec gas station",0,1
"Delaware","AK-47","legal gun found in vehicle",0,0
"Delaware","Unknown",NA,1,0
"Ohio","Unknown",NA,1,0
"Florida","Unknown",NA,0,1
"Alaska","Unknown",NA,0,1
"Illinois","Unknown","Man fired on, injured, buttock, while changing tire on interstate;
41.869808, -87.882954 ;",0,1
"District of Columbia","22 LR",NA,0,0
"District of Columbia","22 LR",NA,0,0
"New York","Unknown","shot in chest, approx 11:15 PM",0,1
"Tennessee","Unknown","approx 12:45 AM",0,1
"Maryland","Unknown","Howard Co, approx 10:15 PM",1,0
"North Carolina","Unknown","approx. 6:35 pm, shot in thigh by someone in dark car;
36.151500, -80.201990 ;",0,1
"Florida","Unknown",NA,0,0
"Georgia","Unknown","retaliation for testimony in 2016 murder trial",1,0
"Alabama","Unknown",NA,0,0
"Florida","Unknown",NA,0,0
"Arizona","Unknown","32.348935, -111.099439 ;",0,0
"Virginia","Unknown","man shot, ALT Bagnall",1,0
"Georgia","Auto",NA,1,0
"Indiana","Unknown","Suspect fires at man in car in robbery attempt; driver tried to run down suspect, who fired through windshield; no injury;",0,0
"District of Columbia","Handgun","38.832792, -77.006284 ;",0,0
"Florida","Unknown",NA,0,1
"Pennsylvania","Unknown","approx. 7:15 pm, gun shot to head",0,1
"Ohio","Handgun",NA,0,0
"Kansas","Unknown","Shots fired at fire station.",0,0
"North Carolina","Unknown",NA,0,0
"Ohio","Unknown",NA,0,2
"Georgia","Unknown",NA,1,0
"Oklahoma","Unknown","Woman shot/killed by ex-bf",1,0
"Illinois","Unknown","Walk-up shooter wounds 1, stable;",0,1
"Georgia","Unknown",NA,0,1
"Kansas","Unknown","5 rounds fired into home of female Haley Alta; no addy provided; no inj; suspect is exbf of Ms. Alta's friend.",0,0
"Arkansas","Unknown",NA,0,0
"Virginia","Unknown","5:07pm",0,1
"Ohio","Unknown","3 bullet holes found in house after shots fired report;",0,0
"Ohio","Unknown","Man killed, 1 stable, after shooting outside club;",1,1
"Alabama","Unknown",NA,0,0
"New York","Unknown","approx 11 AM, shot in foot, mugged;
40.672374, -73.809652 ;",0,1
"Ohio","Unknown","shot in leg",0,1
"Ohio","Unknown","Man found dead at intersection;",1,0
"Connecticut","Handgun","Drunk and argumentative while wearing holstered gun on hip. DUI, & gun poss while intox",0,0
"Illinois","Unknown",NA,2,0
"District of Columbia","Auto",NA,0,0
"Kansas","Unknown","fired shots, resist arrest",0,0
"New York","Unknown","separate hosp walk ins, unclear if same incident",0,2
"Illinois","Unknown","Shots fired during argument in home, lead to felon sought , agg discharge; no known injury;",0,0
"New York","Unknown","approx. 12:30 pm, possible 2nd vic, 1st block of Thatcher Ave",0,1
"Oklahoma","Unknown",NA,0,1
"Illinois","Unknown","Shoulder, while walking, stable;",0,1
"Illinois","Unknown","4 wounded, stable;",0,4
"Illinois","Unknown","Disturbance in home leads to 1 wounded, rt. leg; stable;",0,1
"District of Columbia","Handgun",NA,0,0
"Missouri","Unknown","approx. 5pm",0,2
"North Carolina","Unknown","Kearney shot Barnes, Perry-Pender shot Kearney",2,0
"Missouri","Unknown",NA,1,0
"Ohio","Unknown","Vic died at hospital; occurred outside of food mart",1,0
"Tennessee","Unknown","near S Morrison St, police officer's service weapon stolen out of his vehicle while it was parked at fitness center",0,0
"Arkansas","Handgun","HI;subjects wore monkey masks; stole property,held woman at gunpoint; suspect Garry fired shots nearby when recognized by kids; no inj.",0,0
"California","Unknown",NA,0,1
"District of Columbia","Unknown",NA,0,1
"Tennessee","Unknown","Whitehaven, shooting [no details]",0,0
"Delaware","Unknown","ShotSpotter alert in the 600 block of South Heald Street just after 2 p.m.",0,1
"California","Unknown","unincorporated area of Mead Valley; 747pm",1,0
"California","Unknown","vics in garage listening to music when group were shot by another unknown group; 3 dz holes in 4 veh and home",1,2
"Colorado","Unknown","Guns stolen from storage facility.",0,0
"North Carolina","Unknown","11:00 p.m.; officer returned fire at suspect",0,1
"Virginia","Unknown","Northside, man shot on sidewalk later died",1,0
"Virginia","Unknown","U.S. Route 460 in Prince George, man in restaurant hit by shots fired after altercation between two women employees, died",1,0
"Oregon","Handgun",NA,0,0
"Tennessee","Unknown","Edgehill area, man sitting in car shot during robbery drove himself to Monticello St for help",0,1
"Maryland","Unknown","approx. 2 pm",1,1
"Ohio","Unknown",NA,0,1
"South Carolina","Unknown",NA,0,0
"Delaware","Unknown","5:00 p.m.",0,1
"Oklahoma","Unknown","Warr Acres, ALT: 35th St, female shot self in parking lot of Bethany Fire Department, 3900 block of N. Rockwell Ave.",2,0
"Mississippi","Unknown","building hit",0,0
"Maryland","Unknown","10:20 p.m. found in alley, died at hosp, init age report as 25yo",1,0
"Ohio","Unknown","Critical; 3:35 pm;",0,1
"Iowa","Unknown",NA,0,3
"Ohio","Unknown","ukn vics",0,0
"Wisconsin","Unknown","shortly before midnight",1,2
"Ohio","Handgun","2 handguns found in car with victims.",1,1
"Alabama","Unknown","mother shot/killed daughters before killing herself",3,0
"Texas","Unknown","fight broke out between two men while they were gambling;",0,1
"Wisconsin","Unknown","10:00 p.m.",0,1
"Tennessee","Unknown","armed man shot by Lewis County deputy responding to 911 call from his traveling companion, later pronounced died",1,0
"Virginia","Unknown","Southside, one shot entered hospital",0,1
"Ohio","Unknown","domestic violence; suspect had knife; Officer Jonathan Curtis",1,0
"Michigan","Unknown","approx. 2:40 am, argument",2,1
"South Carolina","Handgun","stole handgun from known vics in break-in, arrest soon after",0,0
"District of Columbia","Unknown","approx 11 PM",0,0
"North Carolina","Unknown","aaprox. 10:45 pm, suspect broke into ex-girlfriend's apt, beat her and grazed her current boyfriend",0,1
"Ohio","Unknown","woman accidentally shot bf in foot.",0,1
"South Carolina","Unknown","shots fired between 2 vehicles, at least 2 males involve, unclear if inj",0,0
"Tennessee","Unknown","near midnight 9/3-9/4",0,1
"Connecticut","Unknown","1:21 p.m. Westside Middle School Academy and Mill Ridge Primary School placed on lockdown",0,1
"South Carolina","Unknown",NA,0,0
"Florida","Unknown","cj man at gunpoint, location of arrest after chase",0,0
"Florida","Unknown",NA,0,1
"North Dakota","AR-15","Suspects fired shots at home using stolen AR-15; AR-15 among guns stolen from pickup truck on unspecified date.",0,0
"Tennessee","Unknown","east Jackson, man and woman shot after fight",0,2
"Massachusetts","Auto","threat vic with 45 cal",0,0
"Maryland","Unknown","11:40 p.m.",1,0
"Ohio","Unknown","Deputy Jake Shaw mistook newspaper photog's tripod and camera for gun.",0,1
"Connecticut","Rifle","rifle stolen from store",0,0
"Texas","Unknown",NA,0,0
"Ohio","Unknown","58 y/o Muslim woman fired on 13 times as she drove by drive-up shooter; hit 4 times: back, twice left hand, once, elbow;",0,1
"North Carolina","AR-15","suspect fired shots at officers with AR-15",0,0
"Virginia","Unknown","man shot",0,1
"South Dakota","Unknown","Case #2017-00072745; 2:59 AM",0,0
"Maryland","Unknown","11:02 p.m.",0,1
"Illinois","Unknown","Buttocks, leg, serious;",0,1
"Michigan","Unknown","approx. 11pm, shots fired into house, dark van sped away",0,0
"Tennessee","Unknown","Pregnant teen shot; victim and fetus died.",1,0
"Louisiana","Unknown","shot in torso, approx location; vic was trying to break up a fight;",1,0
"Georgia","Unknown",NA,1,0
"Massachusetts","Unknown","11:33 PM",0,0
"Indiana","Unknown","approx 10:30 PM, poss gunshot vic",0,1
"Iowa","Unknown","shootout between 2 groups",0,2
"Texas","Unknown",NA,1,0
"Pennsylvania","Handgun","Gun in waistband discharged; parking lot of Taco Bell,Waterworks Mall",0,1
"Texas","Unknown","AD shot self and other man while cleaning gun, chest, hand",0,2
"Washington","Unknown","multiple weapons, poss shootout",0,2
"Pennsylvania","Unknown","Suspect shot at a car;",0,0
"Louisiana","Unknown","fight between juveniles ends with 2-3 persons pulling guns; 1 shot in shoulder, 1 shot in spine",0,2
"New York","Unknown","5:15pm @ The West Indian Day Parade",0,1
"Missouri","Unknown","Victim found fatally shot in car.",1,0
"New York","Unknown","approx 7:45 PM",0,0
"Illinois","Unknown","Leg, stable; 3:04 pm",0,1
"Louisiana","Unknown","26-foot Penske truck carjacked, Read Boulevard area of New Orleans East;",0,0
"Ohio","Unknown",NA,0,0
"Texas","Unknown",NA,1,0
"Tennessee","Unknown","man shot during argument",0,1
"Texas","Handgun","victim shot in the face;",1,0
"Massachusetts","Unknown","approx. 5 pm, Brightwood neighborhood, 1 shot in arm, 1 shot in hip; address is response location details vague",1,1
"Texas","Unknown","Traffic stop resulted in 2 suspects and 1 bystander inj.",0,3
"Texas","Unknown","Authorities seized eight firearms, in multiple drug busts. 38 people were arrested facing a total of 44 felony drug and weapons charges.",0,0
"Delaware","Unknown","69 arrested in drug, prostitution ring. 1 gun recovered",0,0
"Georgia","Unknown","fired shot to break up fight, 2 others arrest for non gun charges",0,0
"California","Unknown",NA,1,0
"New York","Unknown","shot in leg",0,1
"South Carolina","Unknown",NA,0,0
"Texas","Unknown","1:44am; next to a DART bus stop",1,0
"Maryland","Unknown","approx. 12:30 pm, vic speaking with 2 suspects in white vehicle before shot; vic grandson of House Majority Whip Talmadge Branch",1,0
"Pennsylvania","Unknown","approx. 10 pm, suspect threatened boyfriend with gun during argument",0,0
"Pennsylvania","Unknown","suspected fired gun near victim after victim refused to leave suspect's house",0,0
"Mississippi","Unknown",NA,1,0
"South Carolina","Unknown","approx 3 AM",1,0
"Alabama","Unknown",NA,1,0
"Florida","Unknown",NA,1,2
"Maryland","Handgun",NA,0,0
"Ohio","Unknown",NA,0,1
"Georgia","Unknown",NA,0,1
"Georgia","Unknown",NA,0,1
"Georgia","Unknown",NA,0,1
"Mississippi","Unknown",NA,0,1
"Maine","Unknown","4:35 PM",0,0
"Illinois","Unknown","Victim on porch shot groin rt. arm;",0,2
"California","Unknown","shot after finishing shift",1,0
"Connecticut","AR-15","burglar fired shots into building with AR15",0,0
"Illinois","Unknown","Victim fired on, chest, head, leg, by 2 walk-up attackers; died in hospital;",1,0
"California","Unknown","Report # FG1704704",0,0
"Georgia","Unknown",NA,0,0
"Louisiana","Unknown","approx 10:45 PM, shot while driving",0,1
"Texas","Unknown","shot multiple times, crash",0,1
"Ohio","Unknown","vic shot in face",0,1
"Colorado","Unknown","shot during hi",0,1
"New Jersey","Unknown","8:00 a.m.",1,0
"North Carolina","Unknown","34.214001, -77.934092 ;",0,1
"Maryland","Unknown",NA,0,0
"Maryland","Handgun",NA,0,0
"Georgia","Unknown",NA,0,0
"North Carolina","Other","11:30 a.m., vic shot in stomach by mother's boyfriend, Kel-Tec 9 mm recovered",0,1
"District of Columbia","22 LR",NA,0,0
"Illinois","Unknown","2 men found shot, killed in car, just after midnight;",2,0
"New Mexico","Unknown",NA,0,1
"Louisiana","Unknown","life threatening injuries;",0,1
"Illinois","Unknown","2 man wounded, buttocks, 10:30 am, by shooter on foot;",0,2
"Illinois","Unknown","Victim arguing w/ man in alley shot, foot, by 2nd man who got out of car to fire; good;",0,1
"Massachusetts","Unknown",NA,0,0
"Illinois","Handgun","Shooter walked up to couple standing outside, opened fire; no injury;",0,0
"New York","Unknown","approx 6 AM, shot in arm, chest, vic paralyzed and on respirator; known drug dealer, poss drug deal gone south",0,1
"Oregon","Handgun","cj at gunpoint, approx 4:30 AM",0,0
"South Carolina","Unknown",NA,0,1
"Indiana","Handgun","Police investigating OD death find victim's b/f, a felon w/ loaded gun, drugs, scales;",0,0
"Connecticut","Unknown",NA,0,1
"Pennsylvania","Unknown","just after 12 a.m.",0,1
"Georgia","Unknown","alt last name Hicks",0,1
"Connecticut","Unknown",NA,0,0
"Texas","Unknown",NA,1,2
"South Carolina","Unknown","Dorchester Co",1,0
"Maryland","Unknown",NA,0,0
"South Carolina","Unknown",NA,0,1
"Tennessee","Unknown","man shot inside hotel room during robbery",0,1
"South Carolina","Unknown",NA,0,1
"Iowa","Unknown","41.681450, -93.105910 ;",0,0
"Alabama","Unknown",NA,0,1
"Maryland","Handgun","rob at gunpoint, hi, drug related, stole multiple items incl 40 cal handgun",0,0
"Arkansas","Unknown",NA,0,1
"Illinois","Unknown","Man shot, knee, as he drove, stable;",0,1
"South Carolina","Unknown",NA,0,0
"Alabama","Unknown","suspect shot victim in the leg before turning gun on himself",0,2
"Arizona","Unknown",NA,0,0
"Illinois","Unknown","Back, stable;",0,1
"Florida","Handgun",NA,2,0
"Illinois","Unknown","2 sitting on porch wounded after hearing shots; both good;",0,2
"Indiana","Unknown","Homeowner gets gun after invaders armed w/ baseball bats attack him, fires shots; suspects fled, no known injury;",0,0
"District of Columbia","Handgun",NA,0,0
"Florida","Unknown",NA,0,1
"Washington","Unknown","Carried out drive by shooting 30 minutes earlier, Sinto Avenue and Napa Street;
47.653646, -117.357639 ;",0,0
"Mississippi","Unknown",NA,0,0
"Pennsylvania","Unknown","car fired shots at another car; afternoon;
40.472465, -80.061743 ;",0,1
"Mississippi","Unknown",NA,1,0
"Florida","Unknown",NA,0,0
"South Carolina","Unknown",NA,0,1
"Illinois","Unknown","Shot, back, during argument w/ a group; died in hospital;",1,0
"Kentucky","Handgun","Laurel Co, student with handgun in backpack on bus",0,0
"Pennsylvania","Unknown","shot in head",1,0
"Tennessee","Unknown",NA,0,1
"Wisconsin","Unknown","3:30 p.m.",0,1
"North Carolina","Handgun","2:40 a.m., campus of Fayetteville State University",0,0
"Wisconsin","Unknown","1:45 a.m.",0,1
"Maryland","Handgun",NA,0,0
"New Jersey","Unknown","approx. 12:20 am, shot in buttocks",0,1
"Texas","Unknown","altercation started in the parking lot of a business in the 400 block of East Veterans Memorial Boulevard",1,0
"Pennsylvania","Unknown",NA,0,0
"Illinois","Handgun",NA,0,0
"Oregon","Unknown","Shooting suspect from Tues. in standoff with police Wed. near shooting location; surrendered w/no shots fired. David Douglas High School on lockdown",0,0
"Massachusetts","Unknown",NA,0,0
"Missouri","Unknown","approx. 8:15 am",1,0
"North Carolina","Unknown","2:00 p.m.",0,1
"North Carolina","Unknown","6:00 p.m., Robeson County",0,0
"Alabama","Unknown",NA,0,1
"Michigan","Unknown","10:50 p.m.",1,2
"North Carolina","Unknown","approx. 1:45 am",1,0
"Pennsylvania","Unknown","approx 7 PM, found on N 25th",1,0
"South Carolina","Unknown",NA,1,0
"Colorado","Unknown","Home invasion; suspects escaped police.",0,0
"Washington","Handgun","Carried out 2nd shooting 30 minutes later at Third Ave and Freya St",0,0
"Virginia","Handgun","search warrant found handgun and drugs at apartment",0,0
"Texas","Unknown",NA,2,0
"Oklahoma","Unknown","~1:45 AM; victim shot in leg.",0,1
"Massachusetts","Unknown","1:17 AM",0,0
"Maryland","Unknown","2:20 a.m.",0,1
"Maryland","Unknown","2:45 p.m.",0,1
"Michigan","Unknown","approx. 11:30 am, shots fired into house",0,0
"Michigan","Other",NA,0,0
"Maryland","Unknown","attempted shooting in parking lot",0,0
"Massachusetts","Mag",NA,0,0
"Ohio","Unknown","Man pulls gun on estranged wife, her friend; in custody;",0,0
"Colorado","Unknown",NA,1,0
"Tennessee","Unknown","2 victims showed up at med center; shooting location unknown.",0,2
"California","Unknown","in homeless encampment 4:09 am",1,0
"Kansas","Unknown","Suspect fired shots at ex-girlfriend's friend's home; address unspecified.",0,0
"Illinois","Unknown","Man shot at intersection near OSF HeathCare Saint Francis Medical Center, foot; stable;",0,1
"Florida","Handgun",NA,0,0
"New York","Unknown","West Farms, ALT: 108 Deli Express, shot in head",1,0
"New York","Unknown","approx 7:15 PM",0,1
"Massachusetts","Unknown","Dorchester",1,0
"North Dakota","Unknown","man follow students back to campus, threat with gun in waistband",0,0
"Texas","Unknown","father shot son",1,0
"California","Unknown","fired shots at man, missed, AD shot self in leg, Good Sam disarm",0,1
"New York","Unknown","15yo in cab argued with man in 2nd cab, who left car and shot victim in buttocks",0,1
"California","Unknown","Black Mountain Ranch, seen in front of school open carry gun, unclear if ON school property, approx 4:15 PM",0,0
"Florida","Unknown","Man shot with pellet gun during verbal dispute",0,1
"Kansas","Handgun","Stolen gun found in academic building bathroom.",0,0
"Florida","Unknown","LEO chased burglary suspect; attempted tase; suspect lunged at LEO w/knife; officer fatally shot suspect",1,0
"Indiana","Unknown","Ambulance, helicopter respond to calls of shots fired; male shot female multiple times, then committed suicide",1,1
"Georgia","Unknown",NA,1,0
"Georgia","Unknown","male vic shot at food mart",0,1
"California","Unknown","nearby Longfellow on lockdown",0,0
"Georgia","Unknown",NA,0,1
"Nebraska","Unknown","approx. 12:10 am, poss occur near Victor",1,0
"Oregon","Unknown","Suspect is prisoner and at hospital for heart monitoring, attempted to grab gun and attack officer.",0,0
"Missouri","Unknown","Incident took place as victim was driving from listed address to Hwy 71.",0,0
"Ohio","Unknown","9:30pm",0,1
"Illinois","Unknown","Shot riding bike, elbow; good;",0,1
